Platebarcode	Well	nrCells	area	intensity
501	A1	59310	57.8288938453643	0.0398159552489386
501	A2	48915	57.5197250209659	0.0394888331718202
501	A3	55923	59.6173689591982	0.0411999128503404
501	A4	41890	58.4134247957527	0.0358336784681836
501	A5	27527	51.294749118121	0.0280610298016171
501	A6	31784	59.1241058063353	0.0341419577080668
501	A7	57455	60.3146168720838	0.0438689517743886
501	A8	47891	60.2423460098438	0.0388403564495876
501	A9	48806	56.5992536235008	0.0346265266110278
501	A10	43764	59.0310132251556	0.0384310070304057
501	A11	25853	52.2888272931561	0.0303548174866307
501	A12	45252	58.540914224586	0.0381123365737617
501	A13	60458	58.1421039794321	0.0401038787316327
501	A14	50454	59.1059658072819	0.0406898925956
501	A15	50918	60.6124907572087	0.0404890215496147
501	A16	40215	57.0517409016959	0.0343548797893342
501	A17	29364	52.9736853101582	0.0295893771653885
501	A18	29780	55.6410797293423	0.0331971245749212
501	A19	59308	60.1416366608866	0.0436926203925193
501	A20	48640	59.7157821745741	0.0378971131942306
501	A21	47428	57.0407196425484	0.0338257704505808
501	A22	41924	57.6261926139886	0.0362367511451322
501	A23	27439	51.9852111431673	0.0299220663966781
501	A24	44599	57.777172614995	0.035984700511525
501	B1	55596	57.6329167033468	0.0380043858458772
501	B2	53858	54.0787888748474	0.0379236001876438
501	B3	37324	60.3792802793846	0.0371907312072129
501	B4	53426	58.064745097171	0.0396035298278105
501	B5	24861	83.6194271425334	0.0436209689975619
501	B6	57221	57.3819002816661	0.0420778384371647
501	B7	50890	59.2175111308734	0.0411037737822972
501	B8	47477	53.2172680327087	0.0353043418184546
501	B9	32256	59.2016239155313	0.0318858981430026
501	B10	42444	58.9131219049817	0.0376504674488447
501	B11	25247	85.552874867736	0.0473303985492082
501	B12	56586	57.7094166941632	0.0405268093873878
501	B13	54544	58.8672906370946	0.0387097001061059
501	B14	56783	53.2510181491554	0.0376842722244004
501	B15	37209	63.1151234486462	0.0371233565350036
501	B16	52563	58.6236201726369	0.0396967446565286
501	B17	26237	84.021327217998	0.0444128307205895
501	B18	54459	58.2359120206551	0.0411550469814189
501	B19	52990	60.3634039486819	0.0414274778028346
501	B20	51415	53.410826795882	0.0351131549508699
501	B21	37287	59.7582527787298	0.0331023957610677
501	B22	43069	58.6830348382159	0.0368200093334339
501	B23	25986	82.3217634186637	0.0452734818881595
501	B24	58539	58.0699140252589	0.0397176875453376
501	C1	56898	58.0262415132381	0.0389683936473078
501	C2	58356	56.8983240145614	0.0406344711291941
501	C3	57088	58.8229043056827	0.0419053571534826
501	C4	56466	57.0493134880838	0.0392321661601023
501	C5	13731	40.5256116513594	0.0218430729415189
501	C6	55336	58.1830689033986	0.0410843150858383
501	C7	54233	59.7155803393701	0.0419490878437276
501	C8	55189	57.5067478781291	0.0386907433069793
501	C9	54403	57.4084091595446	0.0380244874451093
501	C10	52111	58.8514078061591	0.040760183595238
501	C11	12669	40.0960019310918	0.0225738286409157
501	C12	55469	57.8834412094511	0.0386350910068099
501	C13	53294	59.1022504049532	0.0383073023832595
501	C14	55632	58.7555216791126	0.0406527615843114
501	C15	56380	59.4899366136627	0.0415602232668065
501	C16	55316	59.3899799255919	0.0393441650064006
501	C17	11233	38.6034800140219	0.0212223103835639
501	C18	55211	58.456004164579	0.0403205373601987
501	C19	53623	60.0232297277764	0.0409484313519779
501	C20	56747	57.8610016798609	0.0382891532783035
501	C21	57673	57.7167505635502	0.0378914583384066
501	C22	56346	60.2664295136068	0.0418364957744048
501	C23	13245	41.286611128114	0.0209940434017837
501	C24	58171	58.6072184482321	0.0385280195147365
501	D1	51748	56.630806591025	0.0357624373295513
501	D2	53489	57.559527074079	0.0397119987653409
501	D3	46146	61.230251463081	0.0410309071765844
501	D4	55435	57.0429421754526	0.0374768847152125
501	D5	53722	56.8831218847325	0.0367077841415623
501	D6	48650	58.2567353291891	0.0392377138197558
501	D7	50305	58.387446236313	0.0404222917280805
501	D8	48962	57.6154471796215	0.0357910672526899
501	D9	56298	57.4694116939959	0.0377870322324607
501	D10	53421	58.7376678506147	0.0408445940682697
501	D11	55665	58.5614075855175	0.0411091668056749
501	D12	34347	54.1370943996548	0.0305343250931887
501	D13	49956	58.5236834960364	0.0362236623428079
501	D14	53248	58.8590976229629	0.040748235195329
501	D15	46626	62.284056342342	0.0414265160644194
501	D16	56457	57.5800435383693	0.0371327376547475
501	D17	56212	58.3410597335698	0.0375757752070795
501	D18	48050	58.930103199466	0.0396648449370811
501	D19	51821	59.6970144748515	0.0402739710827238
501	D20	53996	58.6096452126541	0.0366409681519155
501	D21	56696	58.0459334905122	0.0372454270939721
501	D22	57010	58.8287143688045	0.0403710695265012
501	D23	58591	59.0674602175169	0.0409830796837591
501	D24	39762	54.3252846346211	0.0318690568698777
501	E1	20681	53.2661912531432	0.027294281832346
501	E2	57135	57.9208821755564	0.0417514094632002
501	E3	55918	59.0368628680919	0.042600816486304
501	E4	52314	59.8599117963308	0.0408489277465913
501	E5	50937	59.1143258733541	0.0384822253534097
501	E6	53449	58.0612118694121	0.0419138217000172
501	E7	19736	53.7146110138019	0.0297810130908804
501	E8	52980	58.8176847046869	0.0402054650637283
501	E9	58158	57.6481090586782	0.0402453707608097
501	E10	49885	60.136586478396	0.0430898119428392
501	E11	48174	59.4981592574438	0.0412712230439938
501	E12	53120	59.1932111553558	0.0401830858191862
501	E13	21445	54.1432172647418	0.0279010956253186
501	E14	56100	59.3722184353975	0.0422934510605912
501	E15	55041	60.7822530528402	0.0434716362051883
501	E16	51356	60.872788272671	0.0410219828741802
501	E17	50582	59.7070880340072	0.0381558952446508
501	E18	53481	58.4067785127702	0.0416693709176185
501	E19	19625	53.6748615220195	0.0290835264782026
501	E20	53840	59.3587917242219	0.0396266017834471
501	E21	58555	58.2576503446924	0.0401881457295978
501	E22	49954	61.3046774699168	0.0433652272478118
501	E23	49732	60.3756161652443	0.040389701418272
501	E24	54736	58.8753070290242	0.0395387555409304
501	F1	56067	61.3374373477232	0.0395183778156942
501	F2	55015	59.3110931305866	0.0407524749650432
501	F3	53961	60.6718062562	0.0417612650946896
501	F4	52984	54.9546590875148	0.0367079970859335
501	F5	53922	58.2848902606457	0.0385351472918785
501	F6	52009	58.3141776447456	0.0403352904177063
501	F7	53183	62.999926118713	0.0425554655846215
501	F8	53976	59.6938459585572	0.0398444136421935
501	F9	49034	60.1829119553697	0.0388291729368945
501	F10	37957	52.732311583341	0.032837183154384
501	F11	54153	58.8872479570348	0.0412676897964801
501	F12	55570	58.5792367395259	0.0398701930782867
501	F13	55076	62.8657357545735	0.0404138062316078
501	F14	55219	60.347852451352	0.0418805974314636
501	F15	50600	62.0004796804583	0.0413562998898389
501	F16	54425	55.9407275997258	0.0373344750269056
501	F17	53141	58.9659961911129	0.0383235200025453
501	F18	55754	59.0454428652696	0.0409936496739812
501	F19	53795	64.6244992682628	0.043134679376554
501	F20	56549	60.7628613348883	0.0404777130180016
501	F21	51211	60.8373925332197	0.0391705557420906
501	F22	38207	53.1369509398105	0.0319272359464363
501	F23	54143	60.0812023173818	0.0409003523693821
501	F24	56210	58.7016732586708	0.0395218836971354
501	G1	54176	58.216230054462	0.037912418721692
501	G2	49845	54.8395601628852	0.0373605586899802
501	G3	55679	57.9332347312784	0.0406716087965697
501	G4	56531	56.9530110036092	0.0380441192809547
501	G5	55960	57.6759386535226	0.0378019310429495
501	G6	43522	57.680692104583	0.0370124443595731
501	G7	51333	59.6185797465793	0.0402983598170354
501	G8	53240	57.8967113026159	0.0381288980815898
501	G9	53243	57.9778482464337	0.0380407536295728
501	G10	54689	58.4297343333146	0.0410170351439167
501	G11	55008	59.0400210611695	0.0414834830051176
501	G12	41551	56.0936755785727	0.0339868744814028
501	G13	53244	58.4748269244899	0.0380624092179127
501	G14	47280	54.6438620694116	0.0367683019495578
501	G15	57911	58.5758704280407	0.0415712538576786
501	G16	55292	57.7868069188949	0.0382201191011425
501	G17	56084	58.0378981004297	0.0382639639434406
501	G18	47575	58.8304914387033	0.0378210328649597
501	G19	52075	60.0233482189116	0.0400809567326913
501	G20	55862	58.146298601438	0.0383392804317435
501	G21	55603	58.3927926869401	0.0378839138548615
501	G22	56929	59.2142508501414	0.0407527258101639
501	G23	55641	59.4486291005223	0.0410108417342574
501	G24	40871	54.8016845942559	0.0334385381615542
501	H1	54868	57.0041501431822	0.0365943303885071
501	H2	56627	58.0095291521338	0.0402303806940074
501	H3	36935	59.530004525411	0.035176345662963
501	H4	40573	54.0919671829123	0.0324108188879391
501	H5	45982	58.5533437634218	0.0353853925850226
501	H6	55590	58.093360915278	0.0403451941878038
501	H7	54496	58.0813370949567	0.0407118836284243
501	H8	53720	56.5710852155414	0.0370476434953671
501	H9	46580	58.1436654341246	0.0351335721637977
501	H10	31674	54.0214585844878	0.0327424337664607
501	H11	46934	60.2588951590208	0.0396017693008609
